model,attack,test_dataset,time,mean_time,mean_iterations,eps,iter,mean_psnr,mean_vmaf,clear_correct,attacked_success,target_success,num_total,metric_workers
tanet,bmtc_untarget_temporal_median_adaptive,Kinetics400Dataset,1573.6487,9.4448,10.0,16.0,10,33.25678238899092,92.30688218750002,16,0,0,30,1
uniformer,bmtc_untarget_temporal_median_adaptive,Kinetics400Dataset,2536.7397,13.7838,10.0,16.0,10,35.19395799134282,94.45169720833333,24,2,0,30,1
timesformer,bmtc_untarget_temporal_median_adaptive,Kinetics400Dataset,176.0872,2.8428,10.0,16.0,10,26.040832413137334,69.49994342105262,19,4,0,30,1
actionclip,bmtc_untarget_temporal_median_adaptive,Kinetics400Dataset,646.9218,5.4825,10.0,16.0,10,29.153904846762536,76.89941790476192,21,1,0,30,1
videoswin,bmtc_untarget_temporal_median_adaptive,Kinetics400Dataset,2694.6194,16.0925,10.0,16.0,10,35.24549205699411,93.7720507,20,0,0,30,1
internvideo,bmtc_untarget_temporal_median_adaptive,Kinetics400Dataset,329.3704,3.7249,10.0,16.0,10,26.118276588352163,56.07693172222221,18,0,0,30,1
mvitv2,bmtc_untarget_temporal_median_adaptive,Kinetics400Dataset,3303.8984,17.1684,10.0,16.0,10,36.222391519988626,95.23030886956522,23,0,0,30,1
x3d,bmtc_untarget_temporal_median_adaptive,Kinetics400Dataset,3325.7378,18.452,10.0,16.0,10,36.1704984316025,95.44523194444443,18,0,0,30,1
internvideo2,bmtc_untarget_temporal_median_adaptive,Kinetics400Dataset,344.5322,4.9493,10.0,16.0,10,26.17836841307174,56.160901714285714,28,2,0,30,1
umt,bmtc_untarget_temporal_median_adaptive,Kinetics400Dataset,658.576,0.0,0.0,16.0,10,0.0,0.0,0,0,0,30,1
csn,bmtc_untarget_temporal_median_adaptive,Kinetics400Dataset,6308.8863,14.0289,10.0,16.0,10,39.09403959077621,97.377693,1,0,0,30,1
i3dnonlocal,bmtc_untarget_temporal_median_adaptive,Kinetics400Dataset,6277.1216,30.9497,10.0,16.0,10,39.29989078756618,97.4720542,10,0,0,30,1
i3d,bmtc_untarget_temporal_median_adaptive,Kinetics400Dataset,6491.5901,31.7764,10.0,16.0,10,39.22590011936843,96.78317829411766,17,0,0,30,1
r2plus1d,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,3849.8141,138.7168,64.0,32.0,200,28.12855737871661,78.33000046153846,13,7,0,30,1
c2d,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,4608.788,168.7663,109.77,32.0,200,27.95138818024201,77.03608940909089,22,6,0,30,1
tanet,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,6805.3398,374.2037,162.56,32.0,200,28.12205271027375,75.649509,16,2,0,30,1
timesformer,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,1106.1595,45.1285,142.9,32.0,200,28.514501081618683,81.93818952380953,21,4,0,30,1
actionclip,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,2421.1754,84.1786,139.3,32.0,200,28.21546822486545,64.92683056521739,23,3,0,30,1
uniformer,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,12877.6269,472.2612,175.04,32.0,200,28.510154265752423,70.76526429166667,24,3,0,30,1
mvitv2,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,14157.8739,505.6585,158.54,32.0,200,28.316100381485978,70.85952225000001,24,2,0,30,1
tsmnonlocal,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,1965.85,93.0401,114.67,32.0,200,28.655979570667316,80.55665405555557,18,5,0,30,1
tsn,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,1388.472,51.4471,120.15,32.0,200,28.084511668452656,77.90739815,20,5,0,30,1
tsm,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,2989.7219,139.3032,120.0,32.0,200,28.395005921500122,79.77072206666666,15,6,0,30,1
videoswin,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,19806.2051,758.3815,140.09,32.0,200,28.792381791624535,72.68370331818181,22,3,0,30,1
uniformerv2,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,7152.3658,279.2391,176.0,32.0,200,28.685330131507385,70.77460396,25,3,0,30,1
amd,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,8326.4532,320.2877,173.68,32.0,200,28.461836382740703,66.39758727272725,22,1,0,30,1
slowonly,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,3873.2924,99.8281,35.29,32.0,200,27.87438054391551,71.92988782352941,17,14,0,30,1
tpn,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,7773.8515,293.0628,140.65,32.0,200,28.147421952600023,76.5059667,20,3,0,30,1
videomae,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,11278.7143,433.1452,173.91,32.0,200,28.189339647125305,70.77551347826088,23,3,0,30,1
videomaev2,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,13258.5432,448.0979,178.67,32.0,200,28.632316236709933,72.37577118518519,27,2,0,30,1
onepeace,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,32530.1634,1314.4762,154.73,32.0,200,28.512017722665473,74.10819518181819,22,1,0,30,1
tadaformer,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,29826.9379,1045.8153,169.92,32.0,200,28.85498284024709,68.25269015384615,26,3,0,30,1
ila,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,4655.1953,163.775,128.44,32.0,200,28.894039119138142,80.46860928000001,25,3,0,30,1
internvideo,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,1370.5721,57.9852,160.85,32.0,200,28.705716548737566,68.50670705,20,3,0,30,1
x3d,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,8430.3853,307.8988,142.9,32.0,200,27.892243315180988,77.00141666666666,21,5,0,30,1
csn,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,6762.7588,2.574,0.0,32.0,200,28.19545029353656,68.922589,1,1,0,30,1
i3d,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,9300.5167,244.0359,101.78,32.0,200,28.282236928350894,71.76095405555557,18,7,0,30,1
i3dnonlocal,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,9244.1213,96.2488,33.33,32.0,200,27.906752276337144,67.13915041666668,12,10,0,30,1
internvideo2,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,8809.9692,979.4565,158.76,32.0,200,29.802934814684736,71.49250844827586,29,1,0,30,1
umt,gradestv2_untarget_crop_resize_adaptive,Kinetics400Dataset,25786.8722,0.0,0.0,32.0,200,0.0,0.0,0,0,0,30,1
timesformer,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,365.4026,12.6464,38.52,32.0,200,26.445912996008275,71.42952199999999,23,21,0,30,1
actionclip,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,740.577,14.9243,31.17,32.0,200,26.095670464610745,57.691993695652165,23,22,0,30,1
tsmnonlocal,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,1016.2803,46.1542,56.18,32.0,200,27.488509156115928,77.53180405882352,17,14,0,30,1
tsm,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,1549.0435,78.7032,71.19,32.0,200,27.065259539434233,74.78272449999999,16,12,0,30,1
tsn,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,908.7502,27.2699,68.57,32.0,200,27.273795172634046,72.34038838095236,21,15,0,30,1
uniformerv2,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,2707.0171,91.4251,61.7,32.0,200,24.813848213845866,55.670353740740744,27,24,0,30,1
amd,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,2957.0937,128.1614,73.7,32.0,200,25.03672690529641,53.513324650000015,20,17,0,30,1
slowonly,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,2053.8157,38.0377,14.12,32.0,200,27.655763536797586,71.1354959375,16,16,0,30,1
tpn,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,3967.136,147.3638,73.74,32.0,200,25.57697118469599,66.34332668421052,19,16,0,30,1
videomae,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,6056.8839,252.3511,106.36,32.0,200,23.84642025179263,55.27459445454544,22,14,0,30,1
c2d,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,3542.2289,111.3643,76.95,32.0,200,27.207651061865626,70.22692070000002,20,14,0,30,1
videomaev2,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,9292.4254,330.0443,137.7,32.0,200,24.656339738213465,58.82472322222222,27,10,0,30,1
r2plus1d,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,2805.5816,77.318,35.69,32.0,200,27.429401246455797,75.10020492307693,13,11,0,30,1
tanet,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,3264.4974,137.6517,62.5,32.0,200,26.125573777656623,66.1262571875,16,13,0,30,1
onepeace,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,19679.2544,811.9725,96.68,32.0,200,26.44700397182066,66.79369190909091,22,15,0,30,1
tadaformer,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,21867.7359,779.4514,129.77,32.0,200,26.54685316281871,59.81573230769231,26,11,0,30,1
uniformer,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,10261.0718,383.8211,148.61,32.0,200,26.040033497196415,62.29001308695651,23,8,0,30,1
videoswin,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,10451.5317,386.3957,72.5,32.0,200,25.388434810311107,57.20222863636363,22,19,0,30,1
mvitv2,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,9176.2222,334.42,111.12,32.0,200,25.332294901607657,59.49317633333334,24,13,0,30,1
ila,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,2919.3243,114.6771,88.87,32.0,200,26.67099648955872,73.60799708695652,23,16,0,30,1
internvideo,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,328.1697,6.3607,25.14,32.0,200,26.546473279372787,58.82391542857144,21,21,0,30,1
x3d,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,5231.9082,175.3034,85.74,32.0,200,26.7551440832011,66.97406847368421,19,13,0,30,1
csn,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,6020.1635,0.0,0.0,32.0,200,0.0,0.0,0,0,0,30,1
i3dnonlocal,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,6638.1866,8.3924,2.8,32.0,200,27.712998465988356,66.7752461,10,10,0,30,1
i3d,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,7459.9052,130.0177,54.29,32.0,200,26.786485013438895,60.34638588235295,17,15,0,30,1
internvideo2,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,5084.7031,669.4542,109.55,32.0,200,26.207605699474094,58.56252896551722,29,19,0,30,1
umt,gradestv2_untarget_flip_adaptive,Kinetics400Dataset,9377.5396,0.0,0.0,32.0,200,0.0,0.0,0,0,0,30,1
slowonly,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,1524.258,1.047,0.18,32.0,200,27.852236053563107,71.69553152941178,17,14,0,30,1
tsm,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,1952.3925,91.2501,75.06,32.0,200,27.91311039770431,77.4458065625,16,7,0,30,1
tsn,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,1459.3715,42.8873,84.24,32.0,200,28.157639831966303,72.4961261764706,17,6,0,30,1
uniformerv2,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,7796.225,289.1763,173.91,32.0,200,28.532192867541017,72.10501330434784,23,2,0,30,1
c2d,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,5223.2481,201.4287,111.11,32.0,200,28.132293463749377,76.07074472222223,18,5,0,30,1
amd,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,8669.8366,325.4364,164.33,32.0,200,28.50506700442022,65.41349138095238,21,2,0,30,1
tpn,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,7324.7217,298.3945,126.32,32.0,200,28.049340842615308,76.82978289473682,19,5,0,30,1
videomae,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,12455.0762,472.9778,171.43,32.0,200,28.234264531758043,72.70535028571429,21,1,0,30,1
r2plus1d,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,4076.133,129.7197,53.33,32.0,200,28.00956104228686,77.07181466666667,15,9,0,30,1
videomaev2,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,13668.2299,505.4923,183.38,32.0,200,28.61893941573189,71.65934608333333,24,0,0,30,1
tanet,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,6111.8578,308.1997,120.33,32.0,200,27.885537157174525,75.76958106666666,15,1,0,30,1
timesformer,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,1013.1192,52.79,152.48,32.0,200,28.498055213611842,80.59633761904763,21,3,0,30,1
actionclip,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,2158.0789,97.5817,140.0,32.0,200,28.15666477639958,69.88083545,20,5,0,30,1
tsmnonlocal,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,1252.7791,65.8335,77.83,32.0,200,28.598030536120966,80.5879465,18,7,0,30,1
uniformer,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,15526.7107,541.3101,176.0,32.0,200,28.06443850459453,70.89661664,25,2,0,30,1
tadaformer,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,32004.0298,1219.6818,191.3,32.0,200,28.87150617148827,71.9027127826087,23,1,0,30,1
onepeace,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,34586.3824,1323.3332,154.55,32.0,200,28.15802392203711,74.3934977272727,22,3,0,30,1
mvitv2,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,19056.3796,657.5961,182.61,32.0,200,28.318344741124797,72.14649613043478,23,0,0,30,1
videoswin,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,23049.1207,862.083,147.87,32.0,200,28.66390127379232,75.24777173913043,23,5,0,30,1
internvideo,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,1457.6812,50.8208,123.81,32.0,200,28.514219709013076,69.09477290476191,21,4,0,30,1
i3dnonlocal,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,7474.7116,101.779,22.22,32.0,200,27.890996246223533,63.655737222222214,9,7,0,30,1
i3d,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,12364.2556,397.2508,115.79,32.0,200,27.83374271700709,70.69189231578949,19,7,0,30,1
ila,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,4801.4503,188.3488,142.9,32.0,200,28.633760964717947,81.08387104761904,21,3,0,30,1
x3d,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,3600.4816,368.0265,140.1,32.0,200,27.994341656387167,75.46463094999999,20,3,0,30,1
csn,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,10421.0624,2.8878,1.0,32.0,200,28.19419741294172,68.835882,1,0,0,30,1
umt,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,7597.7692,0.0,0.0,32.0,200,0.0,0.0,0,0,0,30,1
internvideo2,gradestv2_untarget_gaussian_blur_adaptive,Kinetics400Dataset,8683.906,965.0541,155.63,32.0,200,29.358205160328477,70.15173074074075,27,3,0,30,1
timesformer,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,391.1933,13.6274,41.43,32.0,200,26.402129060526683,71.26292247826086,23,21,0,30,1
actionclip,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,733.5399,14.1102,30.05,32.0,200,26.07347620388822,57.24026649999999,22,21,0,30,1
tsn,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,88.8345,27.3341,72.41,32.0,200,27.231501802029488,72.22869081818182,22,15,0,30,1
tsmnonlocal,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,35.3627,35.6015,43.33,32.0,200,27.32806814949426,74.43192877777776,18,17,0,30,1
tsm,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,693.0359,74.5477,66.38,32.0,200,27.079255145022817,74.71326750000001,16,12,0,30,1
slowonly,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,2074.3476,29.2725,10.82,32.0,200,27.768774345890225,71.36300494117648,17,17,0,30,1
amd,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,2911.5151,117.922,68.0,32.0,200,25.23206199005311,54.44361922727273,22,18,0,30,1
uniformerv2,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,2244.2902,100.11,68.19,32.0,200,24.698068843856795,53.45832973076923,26,24,0,30,1
tpn,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,3812.1359,154.6768,77.11,32.0,200,25.84320787191759,66.90272089473685,19,15,0,30,1
videomae,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,5713.6231,226.4925,95.74,32.0,200,23.963820908414807,55.612085347826095,23,16,0,30,1
r2plus1d,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,2625.6144,58.5217,27.46,32.0,200,27.099751425631013,74.01491484615384,13,12,0,30,1
c2d,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,4166.4926,126.8868,87.39,32.0,200,27.21905115527544,72.48683391304347,23,14,0,30,1
tanet,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,3630.2949,168.3278,75.56,32.0,200,26.069993805286106,65.91251743750001,16,12,0,30,1
videomaev2,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,9235.8432,324.3665,137.19,32.0,200,24.775944522946222,59.114795592592586,27,10,0,30,1
uniformer,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,9609.1887,357.6679,139.38,32.0,200,26.46128259413523,63.547959083333346,24,11,0,30,1
mvitv2,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,9328.726,341.47,114.12,32.0,200,25.189988021812315,58.63170650000001,24,13,0,30,1
videoswin,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,10472.8612,367.5967,69.65,32.0,200,25.538561210510146,58.15821495652172,23,21,0,30,1
onepeace,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,19290.9395,766.3428,91.09,32.0,200,26.221823109725396,65.99725168181818,22,17,0,30,1
tadaformer,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,23563.8958,875.0912,145.6,32.0,200,26.47712577987209,58.977614,25,9,0,30,1
internvideo,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,344.7622,6.3039,24.76,32.0,200,26.58678276020466,59.160483904761904,21,21,0,30,1
ila,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,3132.3659,119.1676,91.3,32.0,200,26.690396411873916,73.90805517391306,23,14,0,30,1
x3d,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,4989.8922,145.9228,71.3,32.0,200,26.576306638635426,66.7229083,20,16,0,30,1
csn,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,6130.3264,1.5618,0.0,32.0,200,28.1675982915516,68.39742,1,1,0,30,1
i3dnonlocal,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,6516.0408,7.1502,2.36,32.0,200,27.80087118165782,66.71652681818182,11,11,0,30,1
i3d,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,7079.5104,125.6684,52.39,32.0,200,26.859088758685917,61.317902499999995,18,15,0,30,1
umt,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,15525.4558,0.0,0.0,32.0,200,0.0,0.0,0,0,0,30,1
internvideo2,gradestv2_untarget_no_defence_non-adaptive,Kinetics400Dataset,17031.7724,606.7997,99.57,32.0,200,26.18468223031204,58.357103714285714,28,21,0,30,1
r2plus1d,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,1990.9196,38.1843,14.5,32.0,200,27.831006987650834,74.42590714285714,14,9,0,30,1
c2d,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,3379.5758,114.3758,59.82,32.0,200,27.855995162404376,74.12389035294116,17,6,0,30,1
tanet,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,3996.8873,163.6815,64.71,32.0,200,28.11366623572644,74.42091211764706,17,6,0,30,1
uniformer,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,14649.7432,544.5597,175.21,32.0,200,28.37683407104429,71.02401866666665,24,0,0,30,1
mvitv2,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,15129.4006,584.4954,157.52,32.0,200,28.395350917981347,69.7632082173913,23,1,0,30,1
videoswin,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,14609.4589,623.8465,106.0,32.0,200,28.247174206542855,70.05066966666666,21,3,0,30,1
actionclip,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,1595.4111,45.576,65.23,32.0,200,28.230147381470445,67.20795022727273,22,3,0,30,1
tsmnonlocal,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,695.6271,33.546,38.76,32.0,200,28.366100989620307,79.32456817647059,17,9,0,30,1
timesformer,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,840.151,32.6193,94.84,32.0,200,28.417734194450887,80.32878352631579,19,5,0,30,1
tsn,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,997.065,31.4208,59.18,32.0,200,27.830698263837814,74.28233617647057,17,4,0,30,1
tsm,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,1228.0787,73.3512,61.92,32.0,200,28.043282468025307,75.56557823076922,13,4,0,30,1
uniformerv2,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,7355.9306,297.3596,175.04,32.0,200,28.687083072223455,68.89161237500001,24,2,0,30,1
amd,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,7927.9766,323.6203,162.0,32.0,200,28.525130300753506,65.32232723809523,21,0,0,30,1
slowonly,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,1518.8373,0.7697,0.0,32.0,200,27.827019943541746,71.35371149999999,12,11,0,30,1
tpn,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,2859.0601,61.2186,23.88,32.0,200,27.87537357495773,72.63471952941177,17,5,0,30,1
onepeace,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,19439.9697,829.1914,95.83,32.0,200,28.173354559971585,75.06404704347825,23,7,0,30,1
videomae,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,12659.259,490.7245,175.57,32.0,200,28.533370521910054,73.72170747826087,23,2,0,30,1
tadaformer,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,28247.0864,1061.6709,168.0,32.0,200,28.683720431153713,67.72243116,25,3,0,30,1
ila,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,4024.2922,151.0662,114.52,32.0,200,28.486031902472106,78.83301661904764,21,6,0,30,1
x3d,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,4339.8203,61.2436,23.82,32.0,200,27.881940444957156,70.92418141176469,17,5,0,30,1
csn,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,6174.587,1.4002,0.0,32.0,200,28.187268682692,68.752,1,1,0,30,1
videomaev2,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,9243.4849,491.8094,177.0,32.0,200,28.960777061518208,72.1267593076923,26,1,0,30,1
i3d,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,7769.7987,131.1842,35.59,32.0,200,27.824747547860653,66.84093405882355,17,5,0,30,1
internvideo,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,1095.1631,41.2713,101.4,32.0,200,28.78182627500845,68.24413030000001,20,1,0,30,1
i3dnonlocal,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,7599.3692,79.5599,25.0,32.0,200,27.809525622340537,70.212971625,8,8,0,30,1
umt,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,18566.9533,0.0,0.0,32.0,200,0.0,0.0,0,0,0,30,1
internvideo2,gradestv2_untarget_rotate_adaptive,Kinetics400Dataset,18800.4111,1022.8847,164.43,32.0,200,29.32726621225923,68.76142300000001,28,3,0,30,1
timesformer,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,1287.8965,49.6656,152.38,32.0,200,28.79960154733144,81.37488133333333,21,4,0,30,1
actionclip,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,2637.9426,94.5468,154.55,32.0,200,28.234148450511707,69.12639995454545,22,3,0,30,1
tsmnonlocal,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,787.0311,25.8515,31.05,32.0,200,27.632290432518754,76.38419689473685,19,18,0,30,1
tsn,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,902.3118,25.4936,63.09,32.0,200,26.99157710030567,71.87238318181818,22,16,0,30,1
tsm,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,1628.8965,80.891,72.88,32.0,200,27.060584499995926,73.21291875,16,12,0,30,1
slowonly,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,4126.8895,97.719,35.35,32.0,200,27.876875968361976,71.752048,17,14,0,30,1
uniformerv2,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,7669.1218,273.0168,169.38,32.0,200,28.669029949971847,71.95233865384618,26,3,0,30,1
amd,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,8023.8035,352.0319,189.68,32.0,200,28.471864448415023,64.91225836842106,19,0,0,30,1
tpn,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,5975.2558,250.4475,118.79,32.0,200,28.13486124657367,77.01586884210526,19,3,0,30,1
videomae,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,11112.4111,415.9613,165.35,32.0,200,28.116520052203615,71.57512565217392,23,2,0,30,1
r2plus1d,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,3473.1288,125.5423,57.14,32.0,200,28.07254519875154,77.64685785714286,14,9,0,30,1
tanet,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,3542.8007,152.5939,67.94,32.0,200,26.41673348904188,67.1642806875,16,12,0,30,1
c2d,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,5727.7902,190.6731,123.95,32.0,200,28.01552171123102,76.97512214285713,21,5,0,30,1
videomaev2,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,12528.5291,433.52,170.12,32.0,200,28.68333581819918,72.78602407692306,26,1,0,30,1
onepeace,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,31059.4258,1248.3534,145.91,32.0,200,28.38997930924319,75.14466345454547,22,3,0,30,1
uniformer,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,12815.5209,469.08,171.44,32.0,200,28.717337821804144,71.20823956,25,2,0,30,1
tadaformer,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,30785.5574,998.3136,162.96,32.0,200,28.859683584496498,70.33247855555557,27,1,0,30,1
mvitv2,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,14366.5324,490.7023,152.08,32.0,200,28.312088075362613,69.76319388,25,2,0,30,1
videoswin,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,19747.3643,843.7725,156.43,32.0,200,28.86964303137422,71.53608347619046,21,3,0,30,1
ila,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,2753.9507,103.0717,78.96,32.0,200,26.506554522326773,72.34251195652175,23,16,0,30,1
